Algorithm,silhouette,davies_bouldin,adjusted_rand_score,homogeneity_completeness_v_measure,noise
euclidean_auto_15_7,0.2952348803641712,1.226707394854538,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345863995), np.float64(0.46066286254447664))",16
euclidean_brute_15_7,0.2952348803641712,1.226707394854538,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345863995), np.float64(0.46066286254447664))",16
cosine_auto_15_7,0.2952348803641712,1.226707394854538,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345864), np.float64(0.4606628625444767))",16
cosine_brute_15_7,0.2952348803641712,1.226707394854538,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345864), np.float64(0.4606628625444767))",16
l1_auto_15_7,0.2952348803641712,1.2267073948545377,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345864), np.float64(0.4606628625444767))",16
l1_brute_15_7,0.2952348803641712,1.2267073948545377,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345864), np.float64(0.4606628625444767))",16
euclidean_auto_20_7,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260371), np.float64(0.3016185141739174), np.float64(0.4622103056358774))",32
euclidean_brute_20_7,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260371), np.float64(0.3016185141739174), np.float64(0.4622103056358774))",32
cosine_auto_20_7,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260371), np.float64(0.3016185141739174), np.float64(0.4622103056358774))",32
cosine_brute_20_7,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260371), np.float64(0.3016185141739174), np.float64(0.4622103056358774))",32
l1_auto_20_7,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260375), np.float64(0.30161851417391744), np.float64(0.46221030563587756))",32
l1_brute_20_7,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260375), np.float64(0.30161851417391744), np.float64(0.46221030563587756))",32
euclidean_auto_25_7,0.29677412528473596,1.23203719684488,0.2796419578170902,"(np.float64(0.9983533782986225), np.float64(0.30579015908814156), np.float64(0.4681795057434416))",62
euclidean_brute_25_7,0.29677412528473596,1.23203719684488,0.2796419578170902,"(np.float64(0.9983533782986225), np.float64(0.30579015908814156), np.float64(0.4681795057434416))",62
cosine_auto_25_7,0.29677412528473596,1.23203719684488,0.2796419578170902,"(np.float64(0.9983533782986225), np.float64(0.30579015908814156), np.float64(0.4681795057434416))",62
cosine_brute_25_7,0.29677412528473596,1.23203719684488,0.2796419578170902,"(np.float64(0.9983533782986225), np.float64(0.30579015908814156), np.float64(0.4681795057434416))",62
l1_auto_25_7,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260375), np.float64(0.30161851417391744), np.float64(0.46221030563587756))",32
l1_brute_25_7,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260375), np.float64(0.30161851417391744), np.float64(0.46221030563587756))",32
euclidean_auto_15_9,0.2952348803641712,1.226707394854538,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345863995), np.float64(0.46066286254447664))",16
euclidean_brute_15_9,0.2952348803641712,1.226707394854538,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345863995), np.float64(0.46066286254447664))",16
cosine_auto_15_9,0.2952348803641712,1.226707394854538,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345864), np.float64(0.4606628625444767))",16
cosine_brute_15_9,0.2952348803641712,1.226707394854538,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345864), np.float64(0.4606628625444767))",16
l1_auto_15_9,0.2952348803641712,1.2267073948545377,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345863995), np.float64(0.46066286254447664))",16
l1_brute_15_9,0.2952348803641712,1.2267073948545377,0.27619813842950675,"(np.float64(0.9885659033902505), np.float64(0.30029998345863995), np.float64(0.46066286254447664))",16
euclidean_auto_20_9,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260371), np.float64(0.3016185141739174), np.float64(0.4622103056358774))",32
euclidean_brute_20_9,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260371), np.float64(0.3016185141739174), np.float64(0.4622103056358774))",32
cosine_auto_20_9,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260371), np.float64(0.3016185141739174), np.float64(0.4622103056358774))",32
cosine_brute_20_9,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260371), np.float64(0.3016185141739174), np.float64(0.4622103056358774))",32
l1_auto_20_9,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260372), np.float64(0.30161851417391733), np.float64(0.4622103056358774))",32
l1_brute_20_9,0.29524520707638235,1.247041186480913,0.2773520656657686,"(np.float64(0.9885444612260372), np.float64(0.30161851417391733), np.float64(0.4622103056358774))",32
euclidean_auto_25_9,0.29677412528473596,1.23203719684488,0.2796419578170902,"(np.float64(0.9983533782986225), np.float64(0.30579015908814156), np.float64(0.4681795057434416))",62
euclidean_brute_25_9,0.29677412528473596,1.23203719684488,0.2796419578170902,"(np.float64(0.9983533782986225), np.float64(0.30579015908814156), np.float64(0.4681795057434416))",62
