,k,distance,seed,silhouette,davies_bouldin,adjusted_rand_score,homogeneity_completeness_v_measure,sum_of_squared_error
k4_L2_seed45,4,L2,45,0.2219691839412508,1.614659416197712,0.01562596436031738,"(np.float64(0.13520197327372926), np.float64(0.023335235120532018), np.float64(0.03980100150693157))",1738.608216511518
k4_L2_seed50,4,L2,50,0.22374926554799887,1.7291075411479564,0.031212867660881997,"(np.float64(0.16628410412881853), np.float64(0.03281398201777836), np.float64(0.0548116127917757))",1939.5261402547487
k4_L2_seed55,4,L2,55,0.22908813773358727,1.7029337634925894,-0.01753985040459177,"(np.float64(0.12220769078656035), np.float64(0.02210199094692099), np.float64(0.03743384702901758))",1780.7532442077745
k4_L2_seed60,4,L2,60,0.2463011852790753,1.6279880683852537,-0.015427987899429424,"(np.float64(0.13010257988442644), np.float64(0.024074071665152193), np.float64(0.04063000202013961))",1640.713936646193
k4_L2_seed65,4,L2,65,0.26055641762051435,1.523572146287299,-0.015939172338336395,"(np.float64(0.059063132756717485), np.float64(0.011284512596031249), np.float64(0.018948712844962388))",1616.4665613397556
k4_cosine_seed20,4,cosine,20,0.18116274545508823,1.8906556135102728,0.005237700689720021,"(np.float64(0.014219659871924322), np.float64(0.003638898701881904), np.float64(0.005794857590023219))",2156.1348899932364
k4_cosine_seed25,4,cosine,25,0.23964814634287226,1.548039505467307,-0.004002053395834234,"(np.float64(0.026268431178400258), np.float64(0.005609713475624861), np.float64(0.00924510343774915))",1736.6262509741782
k4_cosine_seed30,4,cosine,30,0.24897368181396343,1.4757258598773981,-0.004624442676448401,"(np.float64(0.02136967950158042), np.float64(0.0047170265295972905), np.float64(0.00772817733426925))",1734.2784023932013
k4_cosine_seed35,4,cosine,35,0.25486672648923503,1.438325109782086,-0.002998935842920112,"(np.float64(0.020416968842535393), np.float64(0.004865900444332334), np.float64(0.00785883410902374))",1721.5870994159238
k4_cosine_seed40,4,cosine,40,0.24380426928660784,1.7954390577886568,0.010323593293703236,"(np.float64(0.18758551006906357), np.float64(0.03295552947997157), np.float64(0.056061944930861946))",1786.0439539179906
